Student_ID,Age,Gender,Year_of_Study,Average_Screen_Time_per_Day,Main_Purpose_of_Use,Number_of_Social_Media_Apps,Daily_Social_Media_Usage_Hours,Mobile_Usage_Before_Sleep,Sleep_Hours_Per_Night,Academic_Performance_CGPA,Anxiety_Level,Stress_Level,Participation_in_Physical_Activities,Feelings_of_Loneliness,Family_Background,Hostel_or_Day_Scholar,Has_Smartphone_Since,Expenditure_on_Mobile_Per_Month,Attempts_to_Reduce_Usage,Self_Reported_Addiction_Level,Favorite_App,Average_YouTube_Watch_Time_Per_Day,Gaming_Hours_Per_Week,TikTok_Reels_Usage_Hours_Per_Day,Daily_Number_of_Mobile_Unlocks,Notifications_Received_Per_Day,FOMO_Level,Self_Control_Rating_Out_of_10,Parental_Restrictions,Previous_Attempts_to_Quit_Social_Media,Mindfulness_Practice,Physical_Exercise_Hours_Per_Week,Relationship_Status,Part_Time_Job,Average_Data_Consumption_Per_Day_GB,Preferred_Screen_Brightness_Percentage,Preferred_Device_Brand,Peer_Pressure_Experience,Depression_Symptoms,Hours_Spent_on_Online_Shopping_Per_Week,Involvement_in_Student_Organizations,Daily_Whatsapp_Messages_Sent,Screen_Time_on_Weekends,Screen_Time_on_Weekdays,Usage_of_Productivity_Apps,Time_Spent_on_Educational_Content_Per_Week,Average_Battery_Consumption_Per_Day_Percentage,Participates_in_Digital_Detox_Camps,Uses_Screen_Time_Management_Apps
S0569,24,Male,1st,8.0,Social Media,2,3.5,34,6.5,6.6,High,Moderate,Yes,Never,Urban,Hostel,9,261,Yes,Severe,WhatsApp,1.8,2.5,1.8,66,65,High,6.0,No,Yes,No,2.6,Single,Yes,2.05,50,Apple,Never,None,3.9,Yes,467,6.8,9.5,No,5.4,66,No,No
S0570,24,Female,1st,7.1,Entertainment,4,2.5,21,5.1,8.35,High,Moderate,No,Never,Urban,Hostel,9,220,Yes,Moderate,Instagram,1.0,1.5,1.1,60,259,High,9.7,Yes,No,No,1.7,In a Relationship,No,3.32,38,Samsung,Rarely,Severe,1.6,No,265,8.9,2.2,No,8.7,68,No,Yes
S0571,23,Other,3rd,7.9,Gaming,4,4.1,80,6.4,5.94,Low,Moderate,Yes,Sometimes,Rural,Hostel,7,498,No,None,Telegram,1.9,5.8,1.1,145,195,Low,9.8,No,Yes,No,3.0,Complicated,Yes,3.83,98,Xiaomi,Always,Mild,1.8,No,434,8.6,5.9,No,1.4,99,Yes,No
S0572,20,Other,1st,6.2,Gaming,4,4.4,48,7.0,8.12,High,High,No,Often,Rural,Hostel,5,1385,No,Mild,Telegram,1.2,4.5,1.0,46,87,Low,3.5,No,No,Yes,1.8,Single,Yes,1.13,81,OnePlus,Always,Severe,3.1,Yes,292,5.5,8.0,Yes,4.1,37,Yes,No
S0573,18,Female,1st,6.5,Social Media,9,4.5,26,8.2,6.68,Low,High,No,Sometimes,Rural,Hostel,4,827,Yes,Severe,Facebook,1.5,11.5,1.9,38,291,Low,5.0,No,No,Yes,2.0,In a Relationship,No,3.27,26,Other,Often,Mild,2.4,Yes,435,6.0,5.3,Yes,0.7,72,Yes,Yes
S0574,19,Female,1st,8.9,Gaming,2,1.2,54,5.9,6.06,Moderate,High,No,Sometimes,Urban,Hostel,7,1947,Yes,Moderate,Instagram,1.4,5.1,0.8,138,220,Low,1.6,Yes,Yes,No,2.4,Single,No,1.68,56,Apple,Always,Mild,2.0,No,257,2.4,6.2,Yes,2.7,39,No,Yes
S0575,24,Female,3rd,4.7,Gaming,6,2.8,20,4.9,6.57,Moderate,Moderate,Yes,Sometimes,Urban,Day Scholar,7,660,Yes,Moderate,YouTube,2.0,10.4,1.0,93,81,Moderate,8.9,No,Yes,No,3.4,In a Relationship,Yes,1.56,90,Apple,Never,Moderate,1.9,No,213,4.9,6.7,No,8.0,70,Yes,No
S0576,23,Male,2nd,5.8,Study,4,1.1,79,7.3,5.89,High,High,Yes,Often,Rural,Day Scholar,9,703,Yes,Moderate,Snapchat,0.8,1.5,1.7,86,56,High,6.1,No,Yes,No,1.0,Complicated,Yes,3.49,95,Apple,Often,None,1.4,No,95,8.3,2.6,Yes,4.3,33,Yes,No
S0577,22,Female,4th,7.2,Entertainment,3,2.2,32,5.1,9.51,Moderate,Moderate,No,Often,Rural,Day Scholar,2,1252,No,Severe,WhatsApp,0.4,0.3,1.1,42,264,Low,4.5,Yes,Yes,Yes,1.3,In a Relationship,Yes,2.24,27,OnePlus,Often,Moderate,1.4,Yes,333,7.4,4.4,No,3.6,33,No,No
S0578,23,Female,2nd,5.7,Social Media,8,0.6,100,6.1,6.99,High,Moderate,No,Often,Rural,Hostel,6,1956,Yes,Severe,Facebook,1.4,1.6,1.6,66,264,Moderate,2.0,Yes,No,Yes,1.0,Single,Yes,2.76,76,Xiaomi,Rarely,None,2.1,No,422,6.0,5.9,Yes,0.6,53,No,Yes
S0579,19,Female,4th,5.1,Social Media,9,3.5,119,6.2,6.23,Moderate,Low,No,Sometimes,Rural,Day Scholar,2,639,No,Severe,Facebook,1.7,8.6,0.5,43,95,High,9.5,Yes,Yes,Yes,1.5,In a Relationship,No,2.44,47,Xiaomi,Always,Moderate,2.3,Yes,173,7.7,5.9,Yes,1.8,50,No,Yes
S0580,19,Other,1st,6.9,Social Media,4,3.2,79,6.4,7.24,High,Low,No,Often,Urban,Day Scholar,2,455,No,Moderate,WhatsApp,1.6,10.3,0.9,104,238,High,5.8,No,Yes,No,4.1,Single,No,3.59,36,Samsung,Rarely,Moderate,2.4,No,374,5.9,4.0,Yes,1.3,39,Yes,Yes
S0581,23,Other,2nd,8.0,Social Media,8,2.6,47,7.2,6.6,High,Low,No,Never,Rural,Day Scholar,3,759,Yes,None,Instagram,2.1,2.7,1.7,54,67,High,3.5,No,No,No,2.9,Single,No,2.88,30,Samsung,Often,Mild,1.3,Yes,66,4.1,6.0,No,0.9,75,Yes,No
S0582,18,Male,4th,5.8,Social Media,5,2.2,11,5.8,8.72,Low,Moderate,Yes,Often,Urban,Hostel,7,531,No,Mild,Facebook,1.7,3.6,0.7,124,120,Low,4.2,Yes,No,No,0.3,Single,Yes,4.85,34,Xiaomi,Always,Moderate,3.3,Yes,215,5.1,6.8,No,4.7,99,Yes,Yes
S0583,21,Male,3rd,5.7,Gaming,4,3.3,95,6.2,9.86,Low,Low,Yes,Sometimes,Rural,Hostel,9,1963,Yes,Severe,Telegram,1.2,1.5,0.9,107,283,High,3.4,No,No,Yes,1.1,Complicated,Yes,2.41,49,Apple,Rarely,Moderate,0.4,No,405,11.6,7.9,Yes,4.4,73,Yes,No
S0584,19,Other,3rd,5.0,Study,2,2.0,93,6.5,7.19,Low,Low,Yes,Sometimes,Urban,Day Scholar,6,1188,Yes,None,Instagram,0.3,0.0,1.1,86,89,Low,6.4,Yes,Yes,Yes,2.6,Complicated,Yes,3.96,25,OnePlus,Always,None,2.5,Yes,438,6.7,6.3,No,2.7,62,No,No
S0585,23,Other,2nd,5.6,Social Media,7,1.9,98,6.6,9.31,Low,Low,No,Never,Rural,Hostel,2,1341,Yes,Mild,WhatsApp,1.4,7.2,0.5,100,137,Moderate,9.4,Yes,Yes,Yes,0.6,In a Relationship,Yes,2.03,31,Xiaomi,Often,Moderate,1.5,No,157,6.8,4.6,Yes,1.9,65,No,Yes
S0586,24,Other,2nd,7.6,Study,4,1.8,88,6.6,7.83,High,High,No,Often,Rural,Hostel,9,662,No,Moderate,Instagram,2.0,5.7,0.8,117,127,High,8.7,No,No,No,0.9,In a Relationship,No,3.04,80,OnePlus,Often,Mild,1.1,Yes,310,8.0,6.9,No,4.5,54,No,No
S0587,23,Female,1st,6.1,Study,9,2.8,102,6.9,5.79,Moderate,Moderate,Yes,Often,Urban,Hostel,9,1550,No,None,Telegram,1.3,5.0,1.1,142,227,Moderate,5.1,No,No,No,4.0,Single,No,3.21,55,Other,Often,Moderate,1.7,Yes,288,9.0,7.0,Yes,6.4,42,Yes,No
S0588,20,Female,2nd,4.8,Gaming,7,2.4,81,7.3,8.45,High,Low,Yes,Never,Urban,Hostel,9,916,Yes,Moderate,Snapchat,1.5,0.8,1.0,129,54,Low,8.4,No,No,Yes,1.1,Complicated,No,2.32,54,Apple,Never,Severe,0.4,Yes,455,6.5,5.8,No,5.0,68,No,No
S0589,21,Other,1st,6.4,Social Media,5,2.6,46,6.9,7.57,Low,High,No,Sometimes,Rural,Day Scholar,4,1197,No,Mild,WhatsApp,1.7,9.9,1.6,71,287,Low,4.8,No,Yes,No,3.4,In a Relationship,Yes,2.89,86,Other,Rarely,Severe,2.4,No,479,9.2,5.4,Yes,3.2,67,Yes,Yes
S0590,22,Female,1st,7.6,Gaming,3,3.5,58,7.0,8.25,Low,High,Yes,Sometimes,Urban,Hostel,5,1583,No,Severe,Telegram,1.0,3.5,1.8,71,231,Low,3.3,Yes,No,No,3.9,In a Relationship,No,2.12,98,Xiaomi,Rarely,None,3.6,No,299,6.6,5.3,No,4.8,59,No,No
S0591,18,Female,3rd,5.2,Social Media,7,4.0,61,4.9,9.45,Moderate,High,Yes,Often,Rural,Day Scholar,9,1548,No,Moderate,WhatsApp,1.8,6.6,0.6,76,298,High,9.9,Yes,Yes,Yes,0.9,Complicated,No,1.02,96,Samsung,Often,None,1.4,Yes,30,7.0,6.9,No,4.9,43,No,No
S0592,25,Male,3rd,4.0,Gaming,8,4.5,42,6.6,7.2,Low,Low,Yes,Often,Urban,Day Scholar,8,810,No,None,Telegram,2.3,0.6,1.1,145,135,High,3.7,No,Yes,Yes,0.7,Single,No,1.86,82,Xiaomi,Rarely,Severe,4.4,No,444,6.0,5.8,Yes,3.3,79,Yes,Yes
S0593,22,Other,4th,9.3,Study,6,3.1,31,7.0,9.51,High,High,No,Often,Rural,Hostel,6,1315,No,Severe,Telegram,1.4,4.4,1.3,73,235,Moderate,3.9,No,No,Yes,1.6,In a Relationship,No,3.8,59,Other,Often,Moderate,1.1,Yes,146,8.5,6.5,No,3.3,97,No,No
S0594,21,Other,3rd,3.9,Social Media,4,3.3,14,7.2,8.75,High,Moderate,No,Often,Rural,Hostel,3,1312,Yes,None,Facebook,0.9,5.9,1.8,70,71,Low,9.9,No,Yes,Yes,0.4,Single,Yes,4.08,50,OnePlus,Rarely,Moderate,1.6,No,467,4.2,4.9,No,1.9,30,No,Yes
S0595,21,Female,3rd,5.5,Entertainment,5,3.2,112,5.8,7.44,High,High,Yes,Often,Rural,Hostel,6,111,No,Mild,Facebook,1.5,6.0,1.4,32,123,Moderate,2.2,Yes,Yes,Yes,2.2,Complicated,Yes,2.12,56,Xiaomi,Always,None,3.4,No,378,7.5,6.1,No,4.7,90,Yes,Yes
S0596,21,Other,2nd,6.3,Study,5,1.3,27,5.8,8.02,High,High,No,Sometimes,Rural,Day Scholar,7,338,No,Mild,Facebook,0.4,5.5,1.1,140,139,Low,7.8,Yes,Yes,No,1.7,Complicated,No,2.63,24,Samsung,Rarely,Mild,0.8,Yes,19,8.2,4.3,No,2.7,32,No,No
S0597,22,Male,3rd,5.6,Entertainment,7,2.6,47,5.9,6.63,High,High,Yes,Sometimes,Rural,Day Scholar,3,1995,Yes,Severe,Snapchat,1.7,6.5,1.3,137,128,Low,9.4,No,Yes,Yes,2.5,In a Relationship,No,1.15,23,Other,Often,Moderate,1.8,Yes,317,9.1,5.1,No,1.0,79,Yes,No
S0598,24,Male,4th,5.9,Study,3,2.6,46,7.0,9.92,Moderate,High,Yes,Sometimes,Rural,Day Scholar,5,1716,No,None,Snapchat,1.7,1.6,1.3,119,215,Moderate,5.6,Yes,Yes,No,4.1,In a Relationship,No,1.95,45,Xiaomi,Rarely,Severe,3.7,Yes,54,8.1,6.1,No,1.1,90,No,Yes
S0599,21,Male,2nd,6.9,Gaming,2,2.5,103,7.5,8.34,High,Moderate,No,Sometimes,Rural,Day Scholar,9,552,No,None,Telegram,2.3,5.6,0.5,140,282,Low,1.0,Yes,Yes,No,3.2,Complicated,No,4.12,43,Other,Always,Mild,0.8,No,445,5.2,4.9,No,2.9,65,No,No
S0600,23,Other,4th,2.4,Social Media,4,3.0,104,6.1,5.22,Low,Low,No,Never,Rural,Day Scholar,4,482,No,None,YouTube,1.4,5.3,1.1,119,283,Moderate,4.4,Yes,No,Yes,2.7,Single,No,3.42,58,Other,Always,Mild,2.6,Yes,258,8.2,5.4,No,1.1,33,Yes,No
S0601,22,Other,3rd,4.1,Study,5,2.8,73,7.4,6.63,Low,Moderate,No,Sometimes,Urban,Day Scholar,2,881,Yes,None,WhatsApp,1.7,5.7,1.7,30,168,High,2.0,Yes,Yes,Yes,0.0,Single,Yes,1.82,75,Apple,Always,Moderate,2.5,Yes,39,8.5,7.1,No,8.4,72,Yes,No
S0602,25,Other,4th,6.1,Gaming,3,2.0,19,6.6,8.12,Low,Moderate,Yes,Never,Urban,Day Scholar,6,1925,No,Mild,Facebook,1.1,5.2,0.9,108,226,Moderate,4.7,No,No,No,2.7,Complicated,No,2.03,73,OnePlus,Often,Mild,0.1,No,457,8.3,5.6,Yes,4.0,43,Yes,No
S0603,21,Other,2nd,5.4,Social Media,6,2.8,88,6.4,5.28,Low,Low,Yes,Sometimes,Urban,Hostel,3,147,No,None,WhatsApp,1.3,1.2,1.1,40,178,Moderate,8.1,No,Yes,No,4.6,In a Relationship,No,4.27,57,Apple,Never,None,1.4,No,234,6.5,5.5,No,2.0,96,No,Yes
S0604,23,Other,1st,6.2,Social Media,5,2.4,51,6.3,5.12,Moderate,High,Yes,Often,Rural,Day Scholar,9,416,Yes,Mild,Telegram,0.7,1.0,0.9,130,127,Low,4.9,No,No,No,0.0,Complicated,No,1.84,73,Other,Often,Mild,4.4,Yes,395,6.7,4.7,No,3.4,36,No,Yes
S0605,24,Male,4th,6.3,Study,3,0.4,57,7.2,7.25,Low,Low,No,Often,Rural,Day Scholar,5,308,Yes,None,Instagram,1.4,0.0,0.0,36,85,Moderate,4.9,No,No,Yes,3.0,In a Relationship,Yes,2.34,38,Samsung,Always,None,2.2,Yes,186,9.0,5.2,Yes,4.5,37,Yes,No
S0606,20,Female,4th,2.8,Social Media,9,1.6,53,6.8,6.66,Moderate,Low,Yes,Often,Rural,Day Scholar,2,1670,No,None,Telegram,1.3,7.5,1.0,41,144,High,6.0,Yes,No,No,1.8,Single,Yes,3.66,45,Samsung,Rarely,Moderate,2.4,No,105,7.0,6.0,No,3.4,73,Yes,Yes
S0607,24,Male,2nd,7.9,Study,2,3.1,91,8.8,7.19,Low,Moderate,Yes,Never,Urban,Day Scholar,8,1242,Yes,Moderate,Snapchat,1.6,7.5,1.2,145,77,High,6.2,No,Yes,Yes,0.7,In a Relationship,Yes,3.24,71,Apple,Always,Mild,2.2,No,438,5.1,6.9,No,1.1,93,Yes,Yes
S0608,25,Other,2nd,5.3,Social Media,2,4.1,96,5.6,6.31,Moderate,Low,Yes,Sometimes,Urban,Hostel,5,676,Yes,Moderate,YouTube,1.2,7.5,0.7,67,147,High,8.7,No,Yes,Yes,3.2,Single,Yes,2.84,94,Samsung,Never,Severe,4.0,No,26,6.2,3.7,No,2.8,36,Yes,Yes
S0609,21,Male,4th,4.7,Entertainment,5,0.6,106,7.0,5.82,Moderate,High,Yes,Sometimes,Urban,Day Scholar,4,414,Yes,None,Instagram,1.5,5.9,0.4,83,84,High,3.8,No,Yes,No,4.6,Complicated,Yes,4.6,80,Other,Never,Severe,1.0,No,37,10.0,7.2,No,2.5,77,No,No
S0610,25,Other,3rd,6.3,Gaming,8,2.1,25,6.0,8.45,Moderate,Moderate,No,Never,Urban,Day Scholar,2,853,No,Mild,WhatsApp,1.3,0.0,0.6,96,237,Moderate,8.4,No,Yes,Yes,3.2,In a Relationship,No,1.88,86,Xiaomi,Always,None,1.3,Yes,135,4.3,5.4,Yes,2.1,91,No,Yes
S0611,22,Other,4th,6.2,Entertainment,5,3.4,63,5.6,7.57,Low,High,No,Never,Urban,Hostel,2,1159,No,None,Snapchat,1.3,1.9,1.4,135,280,High,6.1,No,Yes,No,1.4,Single,No,3.97,41,Other,Often,None,1.9,Yes,310,9.6,5.9,No,1.3,54,Yes,Yes
S0612,19,Male,2nd,7.8,Study,7,3.9,111,6.5,6.0,Moderate,Moderate,No,Never,Rural,Hostel,8,1586,Yes,Moderate,Facebook,1.5,5.5,2.0,82,111,Moderate,3.7,Yes,Yes,No,0.6,In a Relationship,Yes,1.64,36,Xiaomi,Never,Moderate,2.6,No,282,7.0,7.1,No,4.8,97,Yes,Yes
S0613,21,Other,1st,6.4,Entertainment,4,2.6,44,6.6,6.6,High,High,Yes,Never,Urban,Day Scholar,9,1887,Yes,None,Instagram,1.5,5.4,1.7,119,136,Moderate,3.7,No,No,Yes,2.2,Single,Yes,3.46,30,Samsung,Always,Mild,2.2,Yes,196,4.3,9.3,Yes,3.9,93,No,Yes
S0614,19,Female,1st,7.7,Study,3,2.3,107,9.4,7.96,High,Low,Yes,Never,Rural,Day Scholar,2,1014,Yes,Moderate,Snapchat,1.9,4.3,0.3,147,223,Low,4.3,Yes,Yes,Yes,3.3,Single,Yes,4.48,58,OnePlus,Often,None,2.2,Yes,151,8.6,6.8,Yes,3.9,47,No,Yes
S0615,23,Other,3rd,4.6,Social Media,5,4.2,37,6.3,5.36,Low,Low,Yes,Often,Rural,Day Scholar,3,854,Yes,None,WhatsApp,1.4,6.1,1.4,123,157,Moderate,6.6,Yes,Yes,No,1.4,Complicated,No,2.83,80,OnePlus,Rarely,None,1.4,Yes,381,5.6,5.3,Yes,0.0,33,No,No
S0616,20,Female,4th,6.2,Social Media,4,3.8,11,5.4,5.74,High,Low,No,Sometimes,Rural,Day Scholar,2,653,No,Severe,Telegram,1.3,5.0,0.7,61,260,Moderate,3.1,Yes,Yes,Yes,1.6,Complicated,Yes,3.9,68,Other,Often,Moderate,2.6,No,147,7.2,6.3,No,2.2,46,No,No
S0617,18,Female,1st,4.3,Study,7,3.9,103,6.8,5.37,High,High,No,Never,Urban,Day Scholar,5,1704,Yes,None,WhatsApp,1.4,5.4,0.7,129,174,Low,9.3,Yes,No,Yes,6.2,In a Relationship,Yes,4.28,80,Other,Never,Mild,0.1,Yes,491,3.3,6.6,Yes,5.5,76,No,Yes
S0618,25,Other,4th,6.1,Entertainment,9,2.5,22,4.4,9.06,High,Moderate,No,Often,Urban,Day Scholar,3,502,No,Mild,Instagram,1.1,3.1,0.8,74,259,High,6.2,Yes,No,No,3.6,Single,Yes,1.54,31,Samsung,Often,Mild,1.5,No,471,9.7,3.9,No,3.8,74,No,No
S0619,24,Male,2nd,5.8,Social Media,9,4.1,50,6.4,8.76,Low,Moderate,No,Never,Rural,Hostel,2,1230,Yes,Moderate,Instagram,1.3,7.9,1.4,80,128,High,9.3,Yes,No,Yes,3.7,Complicated,No,3.82,32,OnePlus,Often,None,1.2,Yes,346,6.4,4.4,Yes,0.7,87,Yes,Yes
S0620,20,Female,1st,5.8,Gaming,4,1.1,89,6.5,8.77,Low,Moderate,No,Often,Urban,Hostel,5,138,No,Severe,Telegram,2.5,3.7,1.5,66,174,Moderate,1.4,No,No,No,0.0,In a Relationship,Yes,4.68,77,OnePlus,Rarely,Mild,0.9,No,238,5.8,6.6,Yes,6.3,32,Yes,No
S0621,21,Male,3rd,5.8,Social Media,5,4.1,68,7.3,8.58,High,Low,Yes,Never,Urban,Day Scholar,5,680,No,Moderate,Instagram,1.0,1.0,1.0,148,110,Low,4.1,Yes,Yes,No,0.9,Complicated,No,3.31,30,Other,Always,Mild,0.2,No,223,7.4,6.8,No,0.0,41,No,No
S0622,19,Female,2nd,7.1,Gaming,2,2.9,78,7.5,8.35,Low,High,No,Sometimes,Rural,Day Scholar,6,279,Yes,Moderate,YouTube,1.4,2.7,1.0,88,242,Moderate,1.2,No,Yes,Yes,2.1,In a Relationship,No,1.74,83,OnePlus,Often,Mild,2.2,No,283,8.8,6.6,Yes,3.3,46,Yes,No
S0623,24,Other,3rd,3.6,Entertainment,3,3.1,101,6.0,7.38,Moderate,Moderate,No,Never,Rural,Day Scholar,5,111,No,Mild,Facebook,1.3,4.0,1.2,83,266,Moderate,3.5,Yes,No,No,0.5,Complicated,No,1.51,50,Other,Rarely,Severe,2.4,Yes,300,6.6,7.0,No,6.4,51,Yes,No
S0624,19,Other,2nd,4.7,Gaming,3,2.1,62,6.3,8.21,High,High,No,Never,Rural,Hostel,8,1462,No,None,Snapchat,1.4,8.0,1.3,47,75,High,8.8,Yes,No,Yes,4.4,Complicated,No,2.04,30,Apple,Never,Mild,2.4,Yes,441,8.7,5.4,Yes,0.0,68,No,No
S0625,22,Female,1st,5.9,Gaming,9,1.2,112,5.7,5.19,Low,Moderate,Yes,Sometimes,Rural,Day Scholar,7,1042,No,Mild,Telegram,1.3,4.9,1.6,30,212,Low,1.3,Yes,Yes,No,4.1,Single,No,1.41,62,OnePlus,Always,Severe,2.9,Yes,67,6.9,7.6,Yes,2.0,68,No,No
S0626,19,Other,3rd,4.2,Gaming,9,3.1,54,5.4,8.11,Low,Low,No,Sometimes,Rural,Hostel,4,1839,Yes,None,WhatsApp,1.6,4.4,0.4,146,106,Moderate,4.9,No,No,Yes,1.2,Single,Yes,3.05,55,Xiaomi,Never,Mild,3.1,Yes,380,7.2,8.7,No,0.2,45,Yes,No
S0627,22,Female,3rd,6.1,Gaming,2,3.6,29,6.8,8.89,High,High,No,Never,Urban,Hostel,2,647,No,Severe,WhatsApp,0.6,1.3,1.0,50,256,High,2.1,Yes,No,No,4.7,Complicated,No,1.28,21,Samsung,Always,Mild,-0.0,Yes,27,5.4,5.0,No,5.8,80,No,Yes
S0628,23,Other,2nd,5.9,Social Media,8,3.7,33,5.2,7.5,Low,Moderate,No,Sometimes,Rural,Day Scholar,8,1249,No,Mild,Facebook,2.0,7.4,0.5,57,240,Moderate,4.8,Yes,No,No,2.0,Single,No,1.89,80,Other,Often,Mild,2.6,No,189,9.1,4.1,Yes,1.4,58,No,Yes
S0629,24,Male,3rd,3.9,Gaming,5,3.6,70,6.1,6.79,High,Moderate,Yes,Sometimes,Urban,Hostel,2,162,Yes,Mild,Instagram,1.8,3.0,1.0,141,181,High,8.5,No,No,Yes,5.9,Complicated,No,2.76,55,OnePlus,Often,None,2.2,Yes,167,8.3,5.9,No,5.0,70,Yes,Yes
S0630,24,Other,2nd,3.8,Social Media,9,3.4,100,5.5,6.39,Low,Moderate,Yes,Often,Urban,Day Scholar,2,943,Yes,Moderate,Instagram,0.9,4.7,0.9,45,256,Low,6.6,Yes,Yes,Yes,2.2,In a Relationship,Yes,2.9,97,OnePlus,Always,None,2.2,Yes,265,8.1,7.3,Yes,5.8,86,Yes,Yes
S0631,18,Male,2nd,2.1,Gaming,9,2.1,103,7.0,8.21,Moderate,Moderate,No,Sometimes,Rural,Hostel,5,1205,No,Mild,WhatsApp,0.4,9.4,1.0,77,91,Moderate,7.6,Yes,No,Yes,2.9,Complicated,No,3.26,68,Other,Never,Severe,1.9,Yes,46,9.1,7.0,No,0.4,57,Yes,Yes
S0632,21,Other,2nd,4.2,Study,9,3.8,67,8.3,8.46,High,Low,No,Sometimes,Rural,Day Scholar,5,1108,No,None,Facebook,1.0,6.5,0.6,57,279,Low,4.1,Yes,Yes,Yes,4.1,Complicated,No,3.82,46,Xiaomi,Never,Mild,1.4,Yes,305,4.9,6.2,Yes,0.0,50,No,No
S0633,22,Male,2nd,6.0,Entertainment,3,2.0,118,5.2,9.35,Moderate,Moderate,No,Never,Urban,Day Scholar,2,1942,Yes,Mild,WhatsApp,1.4,0.1,0.3,51,222,High,9.5,No,No,Yes,3.9,In a Relationship,No,1.19,31,OnePlus,Never,Severe,2.5,No,271,7.1,2.5,No,4.0,33,Yes,No
S0634,18,Other,1st,6.2,Gaming,5,4.1,36,4.6,6.71,High,Moderate,No,Never,Rural,Hostel,7,1422,Yes,Mild,Instagram,2.8,0.0,-0.0,112,216,Low,7.4,Yes,No,Yes,2.8,In a Relationship,Yes,1.32,77,Apple,Often,Mild,1.0,No,88,9.2,5.0,Yes,4.6,44,No,No
S0635,19,Male,2nd,6.3,Study,7,2.9,35,6.4,8.85,Low,Low,Yes,Often,Urban,Hostel,3,133,No,Severe,Telegram,1.8,4.8,0.9,141,299,Low,4.8,Yes,Yes,Yes,1.8,Single,No,1.24,25,Samsung,Always,Moderate,3.1,No,428,6.9,7.7,Yes,2.9,82,No,Yes
S0636,19,Female,4th,4.8,Gaming,5,2.9,16,6.5,7.81,Moderate,Moderate,No,Never,Rural,Hostel,3,851,No,None,Snapchat,0.6,1.4,0.8,30,295,Low,4.8,No,Yes,Yes,2.8,In a Relationship,No,2.69,63,Other,Always,Severe,1.5,No,163,7.3,3.4,Yes,3.1,75,Yes,No
S0637,18,Female,3rd,6.0,Gaming,4,3.9,51,6.7,9.41,Low,High,Yes,Sometimes,Rural,Day Scholar,4,1732,Yes,Moderate,Instagram,1.2,6.9,0.7,124,242,Moderate,9.3,No,No,Yes,0.8,Single,No,1.17,66,OnePlus,Never,None,-0.0,Yes,370,7.2,6.0,Yes,6.0,36,Yes,No
S0638,24,Male,4th,6.6,Gaming,2,4.0,56,6.1,7.64,High,High,No,Sometimes,Urban,Hostel,6,148,Yes,None,Telegram,1.5,5.1,1.7,145,71,High,6.2,Yes,No,No,2.2,Complicated,No,3.98,42,Samsung,Often,Moderate,2.1,No,356,7.9,5.1,No,2.5,47,No,Yes
S0639,19,Other,1st,4.1,Study,8,3.8,62,6.3,7.59,High,Moderate,Yes,Sometimes,Urban,Hostel,9,757,No,Severe,Snapchat,1.6,5.5,0.6,145,188,Low,7.4,Yes,No,Yes,0.3,In a Relationship,No,1.89,93,Other,Always,None,0.8,Yes,167,3.2,7.0,No,5.8,50,No,Yes
S0640,25,Male,4th,6.2,Entertainment,9,2.2,68,6.9,7.89,High,Low,Yes,Never,Rural,Day Scholar,8,1760,No,None,YouTube,0.8,2.9,1.7,71,287,Moderate,4.8,Yes,Yes,No,0.0,Complicated,No,4.76,95,Other,Always,Moderate,0.8,No,84,7.2,3.5,No,1.8,37,No,No
S0641,23,Other,3rd,7.0,Study,9,3.8,47,7.5,8.75,High,Low,No,Sometimes,Rural,Day Scholar,4,800,Yes,None,Facebook,1.4,10.2,1.8,127,279,High,3.0,Yes,No,Yes,2.1,Single,No,2.95,45,Other,Never,Moderate,2.7,No,381,7.8,5.5,Yes,7.8,88,No,No
S0642,23,Female,4th,5.3,Entertainment,5,2.2,78,4.5,9.82,High,Low,Yes,Sometimes,Rural,Hostel,9,1180,No,Mild,Telegram,1.1,13.5,0.0,139,214,High,7.5,No,No,Yes,3.9,In a Relationship,Yes,2.79,26,Xiaomi,Never,Moderate,2.9,Yes,417,7.8,6.2,Yes,1.2,49,Yes,No
S0643,25,Other,1st,7.6,Gaming,8,3.8,96,6.1,5.37,Moderate,Moderate,No,Often,Urban,Hostel,2,1984,No,Mild,YouTube,0.9,4.2,1.0,133,292,High,6.5,No,Yes,No,3.4,Single,Yes,4.12,51,Apple,Always,Severe,1.9,Yes,387,10.2,5.5,Yes,5.4,96,Yes,No
S0644,18,Female,2nd,5.3,Social Media,9,1.6,101,6.7,5.27,High,Moderate,Yes,Often,Rural,Hostel,8,208,No,None,Instagram,1.6,6.1,0.8,99,139,Low,5.5,No,No,No,1.9,Single,Yes,3.85,52,Other,Often,Severe,-0.0,No,64,5.8,6.9,No,1.1,84,Yes,Yes
S0645,25,Other,4th,4.7,Gaming,8,2.9,107,5.6,9.69,Low,High,Yes,Often,Rural,Day Scholar,2,1640,No,None,Facebook,1.9,5.3,0.0,121,228,Low,6.6,Yes,No,Yes,4.6,In a Relationship,No,3.43,39,Xiaomi,Rarely,None,2.5,Yes,215,10.3,3.7,No,4.6,91,Yes,Yes
